order_id,order_date,customer_name,product_name,category,region,sales_channel,customer_segment,payment_method,salesperson,quantity,unit_price,discount_percent,rating
ORD-01230,2025-10-26,Yayasan Pendidikan Maju,Desk lamp,furniture,Bali,Online,CORPORATE,kartu kredit,Ahmad Fauzi,1,313209,14,4.0
ORD-01231,2023-07-22,UD Sentosa,Mechanical Keyboard,furniture,jawa barat,online,sme,qris,Siti Rahayu,,539041,20,1.8
ORD-01232,,PT Maju Bersama,Noise Cancelling Headset,furniture,Kalimantan Timur,E-Commerce,CORPORATE,cod,Ahmad fauzi,1,Rp 1070511,28,2.2
ORD-01233,2023-07-20,Ibu Sari Dewi,Mechanical Keyboard,accessories,DKI Jakarta,E-Commerce,Corporate,kartu kredit,budi santoso,35,611581.30,29,4.3
ORD-01234,2023-04-22,PT Teknologi Nusantara,Noise Cancelling Headset,electronics,DKI Jakarta,Direct Sales,sme,Transfer Bank,Dewi Lestari,22,1175301.80,27,-1
ORD-01235,20/12/2023,PT Teknologi Nusantara,External SSD 1TB,Electronics,Kalimantan Timur,Online,Government,qris,SITI RAHAYU,29,852971,4,2.2
ORD-01236,,PT Maju Bersama,Noise Cancelling Headset,Peripherals,jawa barat,OFFLINE,Government,qris,SITI RAHAYU,1,1035721,1,1.9
ORD-01237,2023-11-19,PT Global Digital,external ssd,PERIPHERALS,Jawa Barat,online,Government,Transfer Bank,SITI RAHAYU,37,815241,15,3.4
ORD-01238,23/07/2024,Koperasi Sejahtera,Noise Cancelling Headset,PERIPHERALS,JAWA TIMUR,Offline,SME,QRIS,Ahmad Fauzi,18,1268474,19,N/A
ORD-01239,20250403,Yayasan Pendidikan Maju,USB-C Hub,Accessories,Jawa Barat,E-Commerce,government,COD,Ahmad Fauzi,42,352247,2,2.2
ORD-01240,03/02/2025,PT Maju Bersama,USB C Hub,Electronics,Jawa Timur,E-Commerce,government,COD,Fajar Kurniawan,28,323610,11,6.5
ORD-01241,2023-07-22,PT Maju Bersama,Laptop Pro X1,Furniture,Sulawesi Selatan,Offline,government,cod,Nurul Hidayah,47,7361193,3,
ORD-01242,2023-11-16,Toko Elektronik Sukses,headset,furniture,Sumatera Utara,Direct Sales,retail,QRIS,Ahmad Fauzi,23,1481403,150,3.6
ORD-01243,N/A,PT Global Digital,headset,Peripherals,Jawa Timur,E-Commerce,Government,transfer bank,Dewi Lestari,0,1423745,24,
ORD-01244,,Koperasi Sejahtera,Mechanical Keyboard,Accessories,DKI Jakarta,E-Commerce,SME,kartu kredit,Fajar Kurniawan,25,"835542,00",17,3.0
ORD-01245,2023-01-04,Yayasan Pendidikan Maju,headset,furniture,jawa barat,Offline,government,COD,Nurul Hidayah,abc,"1448715,00",5,2.2
ORD-01246,20240608,PT Teknologi Nusantara,External SSD 1TB,PERIPHERALS,Jawa Timur,online,sme,QRIS,Riko Pratama,32,884444,29,2.9
ORD-01247,2025-05-23,Ibu Sari Dewi,Webcam hd,electronics,Bali,e-commerce,Government,QRIS,Riko Pratama,8,578623,30,4.9
ORD-01248,2024-12-16,PT Maju Bersama,Laptop Pro X2,Peripherals,DKI Jakarta,Online,SME,QRIS,Ahmad fauzi,15,6892586,24,
ORD-01249,,PT Teknologi Nusantara,Gaming chair,Peripherals,Kalimantan Timur,e-commerce,government,Transfer Bank,Ahmad Fauzi,36,,21,2.1
ORD-01250,2024-01-07,Toko Elektronik Sukses,Gaming chair,accessories,DKI Jakarta,Direct Sales,Corporate,transfer bank,Budi Santoso,40,2649647,30,6.5
ORD-01251,25/07/2024,PT Maju Bersama,USB-C Hub,Electronics,Bali,E-Commerce,government,Kartu Kredit,SITI RAHAYU,1,Rp 312220,,4.2
ORD-01252,03-13-2024,PT Teknologi Nusantara,Mechanical Keyboard,Furniture,DKI Jakarta,Online,Retail,transfer bank,Nurul Hidayah,50,842677,27,
ORD-01253,2024-11-22,CV Karya Indah,external ssd,furniture,DKI JAKARTA,Offline,retail,qris,Budi Santoso,abc,989727,11,-1
ORD-01254,2023-11-28,PT Teknologi Nusantara,Webcam HD,Furniture,Kalimantan Timur,Direct Sales,Corporate,COD,budi santoso,7,444528,150,4.6
ORD-01255,2023-05-02,CV Karya Indah,Wireless Mouse,Accessories,Sulawesi Selatan,Online,CORPORATE,transfer bank,Siti Rahayu,5,436384,,1.8
ORD-01256,2025-01-07,UD Sentosa,Webcam hd,Accessories,DKI JAKARTA,E-Commerce,sme,kartu kredit,budi santoso,41,520862.13,12,-1
ORD-01257,17/10/2024,PT Teknologi Nusantara,Wireless Mouse,Peripherals,Bali,Online,Government,cod,Siti Rahayu,42,402802,3,N/A
ORD-01258,2025-12-23,Toko Elektronik Sukses,4k monitor,Peripherals,Jawa Timur,direct sales,SME,cod,budi santoso,43,,N/A,N/A
ORD-01259,2024-12-05,Ibu Sari Dewi,Webcam HD,electronics,jawa barat,Offline,government,qris,budi santoso,24,672721,,1.7
ORD-01260,06-18-2025,Bapak Joko Widodo,USB-C Hub,Peripherals,DKI JAKARTA,direct sales,government,Transfer Bank,Siti Rahayu,28,308665,,6.5
ORD-01261,2025-11-08,CV Karya Indah,Noise Cancelling Headset,accessories,DKI Jakarta,direct sales,SME,qris,Fajar Kurniawan,5,1403191,N/A,2.5
ORD-01262,,PT Teknologi Nusantara,External SSD 1TB,Electronics,Sulawesi Selatan,direct sales,retail,Transfer Bank,Nurul Hidayah,1,1092893,22,2.9
ORD-01263,16/12/2025,Yayasan Pendidikan Maju,4K Monitor,Peripherals,Sulawesi Selatan,E-Commerce,Government,kartu kredit,Ahmad Fauzi,25,4625332,29,1.2
ORD-01264,2024-12-22,PT Global Digital,USB-C Hub,Accessories,Kalimantan Timur,E-Commerce,sme,COD,Budi Santoso,45,"289751,00",,
ORD-01265,2024-07-25,UD Sentosa,Gaming chair,accessories,Jawa Timur,e-commerce,government,qris,budi santoso,19,3252801,27,4.1
ORD-01266,2023-08-20,Bapak Joko Widodo,wireless mouse,Furniture,DKI Jakarta,E-Commerce,Government,qris,budi santoso,45,295443,7,3.8
ORD-01267,2024-11-19,PT Maju Bersama,Desk Lamp LED,accessories,Sumatera Utara,e-commerce,Retail,Kartu Kredit,budi santoso,22,322275,N/A,2.7
ORD-01268,2025-08-28,UD Sentosa,Mechanical KEYBOARD,PERIPHERALS,Sulawesi Selatan,OFFLINE,CORPORATE,cod,budi santoso,14,Rp 684970,N/A,3.4
ORD-01269,2024-11-27,CV Karya Indah,headset,Peripherals,Kalimantan Timur,e-commerce,retail,qris,SITI RAHAYU,abc,1014971.55,15,3.6
ORD-01270,16/12/2023,PT Maju Bersama,Webcam hd,Furniture,Kalimantan Timur,e-commerce,government,transfer bank,Fajar Kurniawan,19,,21,3.2
ORD-01271,,PT Global Digital,Mechanical KEYBOARD,Electronics,jawa barat,Offline,Retail,kartu kredit,Riko Pratama,26,538532,6,2.3
ORD-01272,2023-12-02,PT Teknologi Nusantara,Webcam HD,furniture,Bali,OFFLINE,Retail,Kartu Kredit,Budi Santoso,34,433151,3,
ORD-01273,09-20-2024,Toko Elektronik Sukses,Wireless Mouse,Furniture,Sulawesi Selatan,OFFLINE,government,transfer bank,Siti Rahayu,40,409429,8,2.8
ORD-01274,2025-11-14,PT Global Digital,4k monitor,furniture,DKI Jakarta,Online,Corporate,QRIS,Ahmad Fauzi,23,,8,1.0
ORD-01275,N/A,Ibu Sari Dewi,Mechanical Keyboard,Peripherals,Jawa Barat,Direct Sales,retail,COD,Budi Santoso,39,614320,18,4.0
ORD-01276,16/07/2024,Toko Elektronik Sukses,External SSD 1TB,accessories,JAWA TIMUR,Direct Sales,Retail,Kartu Kredit,SITI RAHAYU,7,,21,4.8
ORD-01277,2024-03-19,PT Maju Bersama,external ssd,PERIPHERALS,Jawa Barat,Offline,SME,QRIS,Ahmad fauzi,28,Rp 951625,0,1.8
ORD-01278,10-08-2025,PT Teknologi Nusantara,Mechanical KEYBOARD,PERIPHERALS,DKI Jakarta,online,Retail,cod,Riko Pratama,37,625124,15,2.3
ORD-01279,N/A,N/A,Desk Lamp LED,Electronics,Sulawesi Selatan,OFFLINE,government,Transfer Bank,budi santoso,19,324778.49,12,3.3
ORD-01280,20250227,PT Global Digital,USB-C Hub,PERIPHERALS,JAWA TIMUR,Direct Sales,Corporate,cod,Siti Rahayu,34,346225,150,1.7
ORD-01281,2025-04-21,Yayasan Pendidikan Maju,Noise Cancelling Headset,accessories,Sulawesi Selatan,direct sales,government,cod,Budi Santoso,10,Rp 1034095,4,1.3
ORD-01282,2024-03-06,PT Teknologi Nusantara,Wireless Mouse,accessories,Kalimantan Timur,online,Retail,qris,Fajar Kurniawan,13,423647,0,6.5
ORD-01283,05-23-2023,PT Global Digital,Webcam HD,Electronics,DKI Jakarta,E-Commerce,Government,qris,SITI RAHAYU,29,Rp 661750,9,
ORD-01284,2023-12-13,Ibu Sari Dewi,Gaming Chair,electronics,JAWA TIMUR,Direct Sales,SME,cod,Riko Pratama,32,2665500.44,7,1.3
ORD-01285,2025-12-28,Bapak Joko Widodo,external ssd,furniture,jawa barat,OFFLINE,CORPORATE,COD,Riko Pratama,23,913032,13,2.7
ORD-01286,N/A,Toko Elektronik Sukses,Laptop Pro X2,Accessories,DKI Jakarta,Online,sme,cod,budi santoso,39,Rp 10085843,24,-1
ORD-01287,05-11-2025,Bapak Joko Widodo,External SSD 1TB,furniture,Bali,Direct Sales,Retail,kartu kredit,Budi Santoso,24,798691,-5,1.0
ORD-01288,08-05-2025,Ibu Sari Dewi,Desk lamp,Accessories,Bali,Online,sme,cod,Dewi Lestari,38,453809,20,3.2
ORD-01289,01/06/2024,PT Global Digital,Laptop Pro X2,PERIPHERALS,Jawa Timur,Direct Sales,Retail,QRIS,Budi Santoso,36,,4,2.1
ORD-01290,08/03/2023,Yayasan Pendidikan Maju,External SSD 1TB,Accessories,DKI JAKARTA,Direct Sales,retail,Kartu Kredit,Siti Rahayu,37,1111022,5,2.1
ORD-01291,2023-09-07,Yayasan Pendidikan Maju,Mechanical KEYBOARD,Furniture,jawa barat,Offline,Retail,kartu kredit,Ahmad fauzi,44,631222,20,1.2
ORD-01292,06-11-2024,Toko Elektronik Sukses,Mechanical Keyboard,Accessories,jawa barat,Offline,Corporate,cod,Riko Pratama,15,"530156,00",4,4.4
ORD-01293,14/06/2024,PT Teknologi Nusantara,USB C Hub,electronics,JAWA TIMUR,Offline,Government,Kartu Kredit,budi santoso,49,,5,3.1
ORD-01294,02-20-2023,Bapak Joko Widodo,USB C Hub,furniture,DKI Jakarta,Online,Retail,qris,Fajar Kurniawan,16,256882,10,
ORD-01295,2023-11-26,Bapak Joko Widodo,Wireless Mouse,PERIPHERALS,Bali,online,Government,qris,Ahmad fauzi,12,"416788,00",16,4.8
ORD-01296,2023-07-10,Ibu Sari Dewi,Mechanical Keyboard,electronics,DKI Jakarta,Online,Government,kartu kredit,Fajar Kurniawan,44,775266,7,2.4
ORD-01297,,PT Global Digital,Noise Cancelling Headset,Peripherals,Jawa Timur,Direct Sales,CORPORATE,Transfer Bank,Riko Pratama,34,1139493,19,
ORD-01298,2024-03-22,PT Teknologi Nusantara,Noise Cancelling Headset,accessories,DKI JAKARTA,Offline,Corporate,kartu kredit,Budi Santoso,44,"1193896,00",10,
ORD-01299,2025-03-06,Koperasi Sejahtera,4k monitor,Furniture,Bali,Offline,Retail,cod,Dewi Lestari,36,"5249774,00",14,2.7
ORD-01300,,CV Karya Indah,wireless mouse,Furniture,Bali,direct sales,sme,Transfer Bank,Ahmad fauzi,0,,1,-1
ORD-01301,2025-05-21,UD Sentosa,USB-C Hub,furniture,Sulawesi Selatan,OFFLINE,sme,Transfer Bank,Dewi Lestari,4,294420,12,4.1
ORD-01302,2025-12-24,Yayasan Pendidikan Maju,Webcam HD,electronics,JAWA TIMUR,direct sales,government,transfer bank,Siti Rahayu,28,,26,2.8
ORD-01303,2023-09-10,PT Global Digital,Laptop Pro X2,Peripherals,Sumatera Utara,OFFLINE,CORPORATE,qris,Budi Santoso,1,9594519,25,4.1
ORD-01304,2023-04-18,UD Sentosa,Mechanical Keyboard,furniture,Sulawesi Selatan,Offline,SME,COD,SITI RAHAYU,43,824984,7,1.1
ORD-01305,2023-06-05,Yayasan Pendidikan Maju,Desk Lamp LED,accessories,JAWA TIMUR,direct sales,Government,Transfer Bank,Budi Santoso,45,313567,0,2.0
ORD-01306,06-03-2025,CV Karya Indah,Laptop Pro X1,PERIPHERALS,Jawa Timur,online,retail,cod,Budi Santoso,50,"9444417,00",9,2.5
ORD-01307,2024-08-03,UD Sentosa,Mechanical KEYBOARD,PERIPHERALS,jawa barat,e-commerce,Corporate,QRIS,Ahmad fauzi,29,"557807,00",16,1.6
ORD-01308,2023-01-12,CV Karya Indah,Mechanical KEYBOARD,Peripherals,DKI Jakarta,e-commerce,SME,cod,Nurul Hidayah,14,,15,5.0
ORD-01309,2023-08-14,PT Global Digital,Desk Lamp LED,furniture,Jawa Timur,E-Commerce,CORPORATE,qris,SITI RAHAYU,14,433196,,3.7
ORD-01310,,PT Teknologi Nusantara,wireless mouse,Furniture,Kalimantan Timur,OFFLINE,Corporate,qris,Nurul Hidayah,27,427301,17,2.5
ORD-01311,16/04/2025,Koperasi Sejahtera,Laptop Pro X1,Accessories,JAWA TIMUR,OFFLINE,Retail,Transfer Bank,Riko Pratama,42,"7764806,00",24,N/A
ORD-01312,2025-04-09,Bapak Joko Widodo,Desk lamp,Peripherals,DKI Jakarta,direct sales,Retail,qris,budi santoso,17,481962,3,1.7
ORD-01313,11-02-2024,Yayasan Pendidikan Maju,4K Monitor,Accessories,Jawa Barat,Offline,Corporate,cod,Fajar Kurniawan,31,Rp 4464223,26,2.0
ORD-01314,2023-08-04,,Gaming chair,accessories,Bali,Online,government,QRIS,Ahmad Fauzi,35,3622983,23,3.1
ORD-01315,2023-02-14,CV Karya Indah,Laptop Pro X1,furniture,Jawa Timur,direct sales,retail,kartu kredit,SITI RAHAYU,7,10969547,,6.5
ORD-01316,2025-02-03,PT Global Digital,Desk lamp,electronics,Bali,e-commerce,retail,cod,Nurul Hidayah,0,439000,28,
ORD-01317,26/04/2024,UD Sentosa,4K Monitor,Accessories,Jawa Barat,direct sales,Corporate,qris,Ahmad fauzi,11,Rp 5045199,13,4.4
ORD-01318,16/04/2023,Yayasan Pendidikan Maju,Webcam hd,PERIPHERALS,Kalimantan Timur,Online,Retail,transfer bank,Fajar Kurniawan,39,"512609,00",16,N/A
ORD-01319,N/A,PT Maju Bersama,Desk lamp,Peripherals,DKI Jakarta,direct sales,CORPORATE,COD,Fajar Kurniawan,50,457657,-5,
ORD-01320,04/01/2024,CV Karya Indah,Gaming Chair,accessories,JAWA TIMUR,online,Corporate,QRIS,Dewi Lestari,26,2605568,150,3.2
ORD-01321,22/09/2024,UD Sentosa,Mechanical KEYBOARD,Accessories,Jawa Barat,OFFLINE,Retail,cod,Fajar Kurniawan,50,Rp 710822,N/A,3.3
ORD-01322,2025-02-14,CV Karya Indah,Wireless Mouse,Furniture,Jawa Timur,direct sales,sme,COD,budi santoso,abc,317764,6,1.1
ORD-01323,,Toko Elektronik Sukses,External SSD 1TB,electronics,Jawa Barat,online,CORPORATE,QRIS,Ahmad Fauzi,18,"956345,00",,1.2
ORD-01324,2023-11-26,Bapak Joko Widodo,External SSD 1TB,furniture,jawa barat,E-Commerce,Retail,Kartu Kredit,Nurul Hidayah,18,,8,3.7
ORD-01325,04/02/2025,PT Teknologi Nusantara,wireless mouse,Electronics,Bali,E-Commerce,sme,qris,budi santoso,33,451478,8,3.3
ORD-01326,03-10-2025,PT Maju Bersama,Webcam HD,Peripherals,Sumatera Utara,direct sales,Retail,kartu kredit,Riko Pratama,6,-9999,N/A,-1
ORD-01327,02/03/2025,UD Sentosa,Webcam HD,PERIPHERALS,JAWA TIMUR,Direct Sales,CORPORATE,QRIS,Fajar Kurniawan,12,600892,29,6.5
ORD-01328,2023-11-27,Yayasan Pendidikan Maju,External SSD 1TB,Accessories,Sulawesi Selatan,e-commerce,Corporate,transfer bank,Siti Rahayu,49,727309,,1.5
ORD-01329,04-07-2024,Ibu Sari Dewi,Desk Lamp LED,Electronics,JAWA TIMUR,e-commerce,Government,COD,Riko Pratama,44,347714,6,4.8
ORD-01330,2024-04-24,Yayasan Pendidikan Maju,Desk lamp,electronics,Jawa Barat,e-commerce,government,transfer bank,Ahmad Fauzi,40,409352,14,4.3
ORD-01331,N/A,Koperasi Sejahtera,Noise Cancelling Headset,PERIPHERALS,Bali,E-Commerce,sme,Transfer Bank,Dewi Lestari,28,1153630,27,1.2
ORD-01332,2025-09-15,UD Sentosa,Webcam hd,Accessories,Jawa Barat,Online,government,transfer bank,Ahmad Fauzi,18,574735,16,2.7
ORD-01333,2024-10-02,PT Global Digital,Gaming Chair,accessories,Jawa Barat,e-commerce,Corporate,cod,Budi Santoso,17,2354850,,N/A
ORD-01334,2024-12-11,Yayasan Pendidikan Maju,USB C Hub,Peripherals,jawa barat,e-commerce,sme,kartu kredit,SITI RAHAYU,22,294725.65,21,3.6
ORD-01335,,PT Teknologi Nusantara,Noise Cancelling Headset,Accessories,Kalimantan Timur,OFFLINE,government,qris,Fajar Kurniawan,18,969983,,
ORD-01336,2024-12-18,Bapak Joko Widodo,Desk Lamp LED,Electronics,DKI Jakarta,E-Commerce,Government,qris,Siti Rahayu,22,"486204,00",1,3.7
ORD-01337,2023-09-21,PT Global Digital,headset,furniture,DKI Jakarta,e-commerce,CORPORATE,Kartu Kredit,SITI RAHAYU,16,,21,3.0
ORD-01338,26/02/2024,Bapak Joko Widodo,Mechanical Keyboard,Electronics,Jawa Timur,online,sme,qris,Fajar Kurniawan,14,728878,N/A,4.6
ORD-01339,07/01/2023,PT Global Digital,Mechanical KEYBOARD,accessories,Jawa Barat,OFFLINE,SME,kartu kredit,SITI RAHAYU,14,611409,8,3.4
ORD-01340,2024-08-22,Bapak Joko Widodo,External SSD 1TB,Peripherals,Sulawesi Selatan,Offline,Government,COD,Dewi Lestari,0,1125979,7,2.8
ORD-01341,2024-08-18,Koperasi Sejahtera,USB C Hub,furniture,DKI Jakarta,e-commerce,Government,qris,Dewi Lestari,3,-9999,,2.1
ORD-01342,2025-06-28,UD Sentosa,wireless mouse,electronics,Kalimantan Timur,OFFLINE,CORPORATE,kartu kredit,Ahmad Fauzi,48,,,2.9
ORD-01343,2024-06-03,UD Sentosa,Desk Lamp LED,Electronics,Kalimantan Timur,online,Retail,cod,SITI RAHAYU,29,320771,15,4.1
ORD-01344,2024-06-24,Bapak Joko Widodo,Wireless Mouse,Electronics,Bali,E-Commerce,Retail,qris,budi santoso,16,326094,30,3.6
ORD-01345,2023-05-15,PT Maju Bersama,Noise Cancelling Headset,Accessories,DKI Jakarta,e-commerce,SME,Transfer Bank,Budi Santoso,37,995958,18,-1
ORD-01346,20250424,Ibu Sari Dewi,Desk lamp,furniture,jawa barat,Offline,Corporate,Kartu Kredit,budi santoso,18,363272,13,6.5
ORD-01347,23/03/2025,Bapak Joko Widodo,headset,Electronics,Kalimantan Timur,direct sales,SME,qris,SITI RAHAYU,48,1181316,19,3.1
ORD-01348,2024-05-28,Yayasan Pendidikan Maju,Noise Cancelling Headset,Accessories,Sumatera Utara,Online,Government,QRIS,Ahmad fauzi,18,1333885,29,1.2
ORD-01349,2024-04-07,Toko Elektronik Sukses,external ssd,furniture,JAWA TIMUR,Online,CORPORATE,cod,Riko Pratama,6,1053292,8,2.2
ORD-01350,2025-08-21,PT Teknologi Nusantara,Desk lamp,electronics,Kalimantan Timur,Offline,Retail,QRIS,Dewi Lestari,23,Rp 446067,27,
ORD-01351,2025-04-01,UD Sentosa,4K Monitor,Accessories,Jawa Timur,OFFLINE,government,Kartu Kredit,Nurul Hidayah,33,5251474.18,24,1.3
ORD-01352,10-02-2025,Bapak Joko Widodo,Webcam hd,PERIPHERALS,DKI Jakarta,Offline,sme,kartu kredit,budi santoso,34,592128.33,5,3.2
ORD-01353,2025-04-28,N/A,Webcam hd,Peripherals,JAWA TIMUR,direct sales,government,QRIS,Dewi Lestari,15,664194,,N/A
ORD-01354,2023-05-06,CV Karya Indah,Mechanical Keyboard,electronics,JAWA TIMUR,OFFLINE,CORPORATE,QRIS,Fajar Kurniawan,39,761983,24,
ORD-01355,2023-05-24,Toko Elektronik Sukses,Webcam hd,PERIPHERALS,DKI Jakarta,direct sales,retail,transfer bank,Siti Rahayu,13,645490,6,1.3
ORD-01356,2023-10-24,Bapak Joko Widodo,Desk Lamp LED,electronics,Jawa Barat,direct sales,sme,Kartu Kredit,Siti Rahayu,40,449930,,2.7
ORD-01357,2025-10-09,PT Global Digital,Desk Lamp LED,Peripherals,Sulawesi Selatan,online,Corporate,QRIS,SITI RAHAYU,4,319586,23,2.7
ORD-01358,06/03/2025,PT Teknologi Nusantara,Mechanical KEYBOARD,furniture,Bali,Offline,Retail,Transfer Bank,Nurul Hidayah,9,694053,16,3.7
ORD-01359,2023-11-09,UD Sentosa,Mechanical KEYBOARD,Furniture,JAWA TIMUR,e-commerce,Government,Transfer Bank,Nurul Hidayah,46,523615,,
ORD-01360,20230102,,headset,Furniture,DKI Jakarta,direct sales,Retail,COD,Ahmad Fauzi,,1120399,15,4.2
ORD-01361,,PT Maju Bersama,USB-C Hub,PERIPHERALS,Jawa Timur,E-Commerce,government,QRIS,Budi Santoso,42,244639,16,2.5
ORD-01362,2024-08-26,Ibu Sari Dewi,Noise Cancelling Headset,electronics,Jawa Barat,e-commerce,government,transfer bank,Ahmad fauzi,39,1307743,2,3.9
ORD-01363,2024-03-08,UD Sentosa,Gaming Chair,Accessories,Jawa Barat,Offline,SME,kartu kredit,budi santoso,32,Rp 2954631,12,N/A
ORD-01364,,Yayasan Pendidikan Maju,External SSD 1TB,Peripherals,Sumatera Utara,e-commerce,Retail,qris,Ahmad Fauzi,abc,970206,,6.5
ORD-01365,,UD Sentosa,Mechanical Keyboard,Electronics,Sumatera Utara,Online,retail,kartu kredit,Siti Rahayu,34,Rp 768721,5,3.3
ORD-01366,2024-03-18,Koperasi Sejahtera,4K Monitor,electronics,DKI JAKARTA,Online,government,COD,Riko Pratama,6,4218563,1,3.9
ORD-01367,2024-12-22,PT Teknologi Nusantara,headset,Electronics,Sulawesi Selatan,E-Commerce,SME,qris,budi santoso,11,1523557,N/A,3.1
ORD-01368,,PT Maju Bersama,Laptop Pro X1,Peripherals,Sulawesi Selatan,OFFLINE,Government,COD,budi santoso,33,Rp 9891846,26,2.6
ORD-01369,2025-06-27,Bapak Joko Widodo,Mechanical KEYBOARD,electronics,jawa barat,OFFLINE,sme,transfer bank,Riko Pratama,22,636160,30,6.5
ORD-01370,20251110,UD Sentosa,Noise Cancelling Headset,accessories,Kalimantan Timur,direct sales,CORPORATE,Kartu Kredit,Siti Rahayu,,1517127,10,4.0
ORD-01371,2024-06-26,PT Global Digital,headset,furniture,Kalimantan Timur,Direct Sales,retail,transfer bank,Fajar Kurniawan,50,,19,3.4
ORD-01372,01-03-2023,Koperasi Sejahtera,Wireless Mouse,Accessories,jawa barat,online,Retail,Kartu Kredit,SITI RAHAYU,21,391878,8,2.1
ORD-01373,2025-09-25,Bapak Joko Widodo,Desk Lamp LED,Furniture,DKI JAKARTA,e-commerce,SME,Transfer Bank,Fajar Kurniawan,42,319734,16,4.2
ORD-01374,20250713,PT Maju Bersama,Laptop Pro X1,Peripherals,jawa barat,OFFLINE,sme,COD,budi santoso,,8186758,28,
ORD-01375,11/11/2023,Bapak Joko Widodo,4k monitor,accessories,Kalimantan Timur,e-commerce,Government,cod,Ahmad Fauzi,0,3987716,3,-1
ORD-01376,,,USB C Hub,Furniture,Sulawesi Selatan,Direct Sales,Retail,QRIS,Siti Rahayu,42,258426,15,2.3
ORD-01377,2024-11-17,Yayasan Pendidikan Maju,Mechanical KEYBOARD,Furniture,JAWA TIMUR,E-Commerce,retail,kartu kredit,SITI RAHAYU,48,"702383,00",0,2.4
ORD-01378,2024-02-05,UD Sentosa,Gaming chair,Peripherals,Bali,Offline,sme,cod,budi santoso,45,3350852,5,
ORD-01379,2024-07-12,PT Global Digital,Noise Cancelling Headset,Accessories,Sulawesi Selatan,Direct Sales,sme,transfer bank,Ahmad fauzi,,1248845,9,3.6
ORD-01380,20241006,Bapak Joko Widodo,Desk Lamp LED,Accessories,JAWA TIMUR,direct sales,sme,Kartu Kredit,budi santoso,0,354470,28,4.8
ORD-01381,2023-11-02,Yayasan Pendidikan Maju,4K Monitor,PERIPHERALS,Sumatera Utara,Direct Sales,sme,cod,Siti Rahayu,22,4315194,19,2.0
ORD-01382,2025-06-13,PT Teknologi Nusantara,Gaming Chair,accessories,DKI Jakarta,online,government,kartu kredit,Ahmad fauzi,15,3592965,9,2.3
ORD-01383,09-01-2024,CV Karya Indah,Desk lamp,PERIPHERALS,DKI Jakarta,OFFLINE,Government,kartu kredit,budi santoso,44,487914,23,
ORD-01384,2024-03-08,-,4k monitor,furniture,Jawa Barat,online,CORPORATE,Kartu Kredit,Dewi Lestari,48,4699976,9,-1
ORD-01385,12/09/2023,PT Teknologi Nusantara,USB C Hub,Peripherals,Kalimantan Timur,direct sales,sme,COD,Riko Pratama,22,296548,30,4.1
ORD-01386,01/11/2025,PT Teknologi Nusantara,Webcam HD,furniture,Jawa Timur,Online,Corporate,cod,budi santoso,3,610923.21,,2.1
ORD-01387,04/03/2025,Bapak Joko Widodo,Desk lamp,Furniture,Sulawesi Selatan,Direct Sales,government,Kartu Kredit,SITI RAHAYU,-1,348907,25,2.8
ORD-01388,2025-07-02,Koperasi Sejahtera,Webcam HD,furniture,DKI JAKARTA,OFFLINE,government,kartu kredit,Nurul Hidayah,30,555966,2,-1
ORD-01389,2024-05-06,Ibu Sari Dewi,Desk lamp,Electronics,Jawa Timur,E-Commerce,retail,Transfer Bank,Fajar Kurniawan,20,Rp 380986,7,4.1
ORD-01390,2024-11-24,Bapak Joko Widodo,Mechanical Keyboard,electronics,Sulawesi Selatan,Online,retail,Transfer Bank,Budi Santoso,24,794131,,N/A
ORD-01391,N/A,Bapak Joko Widodo,4k monitor,Accessories,DKI JAKARTA,E-Commerce,Corporate,QRIS,Nurul Hidayah,-1,4771660.20,25,2.1
ORD-01392,20250513,Yayasan Pendidikan Maju,Noise Cancelling Headset,furniture,Jawa Timur,Offline,sme,QRIS,budi santoso,49,1118464,12,1.9
ORD-01393,2023-07-15,Yayasan Pendidikan Maju,Gaming Chair,electronics,Jawa Timur,Offline,Corporate,kartu kredit,Siti Rahayu,2,2321114,20,3.8
ORD-01394,2024-11-05,PT Teknologi Nusantara,4k monitor,electronics,Jawa Timur,E-Commerce,sme,Kartu Kredit,Riko Pratama,5,3872043,N/A,1.4
ORD-01395,02/08/2024,Ibu Sari Dewi,Mechanical KEYBOARD,Electronics,Sumatera Utara,Online,sme,qris,Riko Pratama,1,677030,,2.5
ORD-01396,2024-03-02,Yayasan Pendidikan Maju,headset,furniture,DKI JAKARTA,Offline,SME,QRIS,Siti Rahayu,34,989595,,1.9
ORD-01397,2024-08-10,Toko Elektronik Sukses,Noise Cancelling Headset,furniture,Kalimantan Timur,Direct Sales,SME,transfer bank,Fajar Kurniawan,40,-9999,24,6.5
ORD-01398,27/06/2023,Toko Elektronik Sukses,Gaming chair,Electronics,Bali,direct sales,Retail,COD,Riko Pratama,46,2870880,-5,2.5
ORD-01399,20240304,PT Maju Bersama,external ssd,Furniture,Bali,e-commerce,sme,Transfer Bank,Ahmad fauzi,16,1006927,N/A,4.8
ORD-01400,,PT Global Digital,Noise Cancelling Headset,Peripherals,JAWA TIMUR,Online,sme,kartu kredit,Riko Pratama,39,1556193,,-1
ORD-01401,N/A,Koperasi Sejahtera,Laptop Pro X1,furniture,jawa barat,direct sales,retail,kartu kredit,Siti Rahayu,25,9733638,0,1.3
